,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,pop_weighted
209539,2021,UT,Utah,Rich,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.7,,,26.0,42.2,2597,49033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.2402269 41.6275976),3175.0,87518.90000000001
206768,2021,UT,Utah,Salt Lake,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.8,,,27.4,34.2,1186421,49035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.9242397 40.6678828),3176.0,36541766.800000004
202913,2021,UT,Utah,San Juan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,31.4,42.3,14489,49037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.7915742 37.6026332),3177.0,533195.2
204860,2021,UT,Utah,Sanpete,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.5,,,28.9,40.3,29106,49039,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.5769332 39.3734262),900.0,1004157.0
200647,2021,UT,Utah,Sevier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.0,,,31.0,43.1,21906,49041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.8119299 38.7468245),3178.0,810522.0
207406,2021,UT,Utah,Summit,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,23.0,,,18.8,27.6,43093,49043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-110.9684862 40.8720603),3179.0,991139.0
202449,2021,UT,Utah,Tooele,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,33.3,43.5,76640,49045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-113.1239786 40.4677525),3180.0,2935312.0
207936,2021,UT,Utah,Uintah,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.7,,,33.6,43.8,36204,49047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-109.5177482 40.1258872),3181.0,1401094.8
208814,2021,UT,Utah,Utah,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.9,,,27.5,34.7,684986,49049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.6685082 40.1204248),3182.0,21166067.4
206702,2021,UT,Utah,Wasatch,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.0,,,23.1,33.8,36173,49051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.1615683 40.3348838),3199.0,1012844.0
205100,2021,UT,Utah,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.5,,,27.8,37.4,191226,49053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-113.4878003 37.2625308),901.0,6214845.0
206235,2021,UT,Utah,Wayne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,24.9,39.4,2558,49055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-110.990877 38.2598402),3200.0,81344.40000000001
197815,2021,UT,Utah,Weber,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,29.4,37.8,267066,49057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-111.876883 41.2703252),3201.0,8920004.4
198996,2021,VT,Vermont,Addison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.6,,,24.2,33.8,37260,50001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.1415807 44.0312479),3202.0,1065636.0
213856,2021,VT,Vermont,Bennington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.1,,,26.4,35.8,37312,50003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.1114603 43.0353254),902.0,1160403.2
204848,2021,VT,Vermont,Caledonia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,27.0,36.7,30403,50005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.1121676 44.4687907),3203.0,966815.4
204091,2021,VT,Vermont,Chittenden,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.2,,,23.0,31.5,168865,50007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.0694099 44.4633289),3204.0,4593128.0
200378,2021,VT,Vermont,Essex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.4,,,28.2,42.9,5925,50009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-71.7327362 44.7240209),903.0,209745.0
206016,2021,VT,Vermont,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.0,,,28.1,38.1,50325,50011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.9094023 44.8589643),3205.0,1660725.0
202698,2021,VT,Vermont,Grand Isle,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,21.4,34.6,7421,50013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.2950822 44.7957425),3206.0,199624.9
207417,2021,VT,Vermont,Lamoille,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.7,,,23.1,32.8,26126,50015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.632659 44.6111921),904.0,723690.2
209081,2021,VT,Vermont,Orange,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.2,,,24.5,34.3,29541,50017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.3694641 44.0033492),3207.0,862597.2
211712,2021,VT,Vermont,Orleans,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.1,,,25.3,35.1,27546,50019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.25163 44.8284417),3215.0,829134.6000000001
211419,2021,VT,Vermont,Rutland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.4,,,25.6,35.3,60591,50021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.0382023 43.5808577),3216.0,1841966.4
209638,2021,VT,Vermont,Washington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.8,,,22.5,31.5,59969,50023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.6094444 44.2749694),905.0,1607169.2
199823,2021,VT,Vermont,Windham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,27.8,,,23.6,32.5,46090,50025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.721955 42.9953348),3217.0,1281302.0
215025,2021,VT,Vermont,Windsor,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.2,,,25.8,35.0,58196,50027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.5988132 43.5724477),3218.0,1757519.2
211570,2021,VA,Virginia,Accomack,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.1,,,33.4,46.8,33246,51001,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.7578073 37.7659435),3219.0,1333164.6
203485,2021,VA,Virginia,Albemarle,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.6,,,23.3,34.5,113535,51003,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.5535056 38.0241841),906.0,3247101.0
198695,2021,VA,Virginia,Alleghany,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.8,,,30.7,45.9,14986,51005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.008669 37.7879048),3220.0,566470.7999999999
204104,2021,VA,Virginia,Amelia,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,32.3,47.6,13268,51007,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9774619 37.3319271),3221.0,525412.8
205688,2021,VA,Virginia,Amherst,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,28.9,44.2,31273,51009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.1546672 37.6293036),2750.0,1138337.2
201972,2021,VA,Virginia,Appomattox,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.9,,,32.1,47.8,16353,51011,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.8109404 37.3707253),2751.0,652484.7
207701,2021,VA,Virginia,Arlington,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,23.9,,,19.8,28.5,232965,51013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.1007034 38.8783374),907.0,5567863.5
209664,2021,VA,Virginia,Augusta,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,29.9,42.9,77563,51015,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.1409749 38.1725895),2752.0,2823293.1999999997
213980,2021,VA,Virginia,Bath,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.7,,,32.4,48.8,4114,51017,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.7312032 38.0683679),2753.0,167439.80000000002
198783,2021,VA,Virginia,Bedford,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,29.7,42.2,80131,51019,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.5272234 37.3122568),2754.0,2860676.7
200849,2021,VA,Virginia,Bland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.9,,,27.7,44.2,6173,51021,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.1258532 37.1306124),2755.0,221610.69999999998
198739,2021,VA,Virginia,Botetourt,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.6,,,26.0,39.7,33866,51023,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.7975457 37.5654822),2756.0,1104031.6
211005,2021,VA,Virginia,Brunswick,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.3,,,36.6,53.1,15940,51025,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.8614832 36.7642043),908.0,706142.0
212707,2021,VA,Virginia,Buchanan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.5,,,33.1,48.6,19816,51027,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.0381508 37.2681198),2757.0,802548.0
202326,2021,VA,Virginia,Buckingham,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,33.2,48.7,16947,51029,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.5291687 37.573928),2758.0,691437.6
214772,2021,VA,Virginia,Campbell,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.7,,,27.2,40.7,55492,51031,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.0954282 37.2101515),2759.0,1870080.4000000001
200907,2021,VA,Virginia,Caroline,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,29.9,45.5,31332,51033,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.3537363 38.0280328),2761.0,1174950.0
200906,2021,VA,Virginia,Carroll,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.1,,,29.7,44.8,29048,51035,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.7278307 36.7319632),909.0,1077680.8
205483,2021,VA,Virginia,Charles City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.8,,,32.4,49.7,6594,51036,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.05417 37.3610537),2762.0,269035.19999999995
210614,2021,VA,Virginia,Charlotte,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,34.6,50.7,11448,51037,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.6585682 37.0090421),2763.0,485395.2
213502,2021,VA,Virginia,Chesterfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.8,,,31.1,40.5,370688,51041,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.5858474 37.3784338),2764.0,13270630.399999999
200023,2021,VA,Virginia,Clarke,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,26.1,41.3,14881,51043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9907479 39.1153068),910.0,502977.79999999993
200701,2021,VA,Virginia,Craig,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.6,,,29.3,46.1,4865,51045,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.2310507 37.4736031),2765.0,182924.0
213030,2021,VA,Virginia,Culpeper,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,31.8,47.5,53596,51047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9564758 38.4859303),2766.0,2117042.0
201410,2021,VA,Virginia,Cumberland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.5,,,32.8,49.0,9681,51049,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.2528364 37.5201891),911.0,392080.5
198555,2021,VA,Virginia,Dickenson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.2,,,30.4,46.3,13787,51051,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-82.3492199 37.1367011),2767.0,526663.4
214653,2021,VA,Virginia,Dinwiddie,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.3,,,34.4,49.8,27912,51053,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.6354922 37.0734984),2768.0,1180677.5999999999
208470,2021,VA,Virginia,Essex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.9,,,35.9,52.1,10573,51057,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.9337475 37.936389),2769.0,464154.7
215082,2021,VA,Virginia,Fairfax,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,24.4,,,21.3,27.8,1139720,51059,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.2732524 38.8295203),2770.0,27809168.0
201788,2021,VA,Virginia,Fauquier,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.8,,,26.8,41.3,73815,51061,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.8215005 38.7440956),2771.0,2494947.0
201754,2021,VA,Virginia,Floyd,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.8,,,25.0,39.1,15566,51063,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.3502662 36.9314331),912.0,494998.8
201347,2021,VA,Virginia,Fluvanna,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.8,45.0,27723,51065,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.2834938 37.830584),2772.0,1031295.6000000001
206840,2021,VA,Virginia,Franklin,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,29.3,43.6,54938,51067,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.8827149 36.9911862),2773.0,1994249.4
214857,2021,VA,Virginia,Frederick,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.4,,,27.0,39.9,93717,51069,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.2638291 39.2036601),2774.0,3130147.8
215155,2021,VA,Virginia,Giles,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,28.3,43.7,16562,51071,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.698321 37.3180719),2775.0,587951.0
203792,2021,VA,Virginia,Gloucester,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.1,,,28.7,41.9,39069,51073,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.5235051 37.4035413),2776.0,1371321.9000000001
213719,2021,VA,Virginia,Goochland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.6,,,26.4,41.5,25488,51075,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9176263 37.7188141),913.0,856396.8
198957,2021,VA,Virginia,Grayson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.7,,,29.2,45.1,15359,51077,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.215324 36.6522288),2777.0,563675.3
209387,2021,VA,Virginia,Greene,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.0,,,26.3,42.1,20968,51079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.4701629 38.2979805),2778.0,712912.0
198264,2021,VA,Virginia,Greensville,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,45.6,,,37.6,54.0,11437,51081,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.5602774 36.6803363),914.0,521527.2
210315,2021,VA,Virginia,Halifax,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,44.0,,,36.6,51.3,33738,51083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.9396142 36.766461),2779.0,1484472.0
202915,2021,VA,Virginia,Hanover,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.9,,,26.2,38.3,111603,51085,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.4913168 37.7602149),2780.0,3560135.6999999997
201497,2021,VA,Virginia,Henrico,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,31.5,41.5,333554,51087,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.300333 37.4375205),2781.0,12174721.0
202577,2021,VA,Virginia,Henry,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.9,,,35.4,49.3,50248,51089,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.9806618 36.6206119),2782.0,2105391.1999999997
201607,2021,VA,Virginia,Highland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.4,,,26.5,42.7,2226,51091,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.5644718 38.3662431),2783.0,76574.4
206311,2021,VA,Virginia,Isle of Wight,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,30.7,45.3,39278,51093,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.7075688 36.9014184),2809.0,1488636.2
198458,2021,VA,Virginia,James City,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.5,,,26.9,40.0,79882,51095,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.7778878 37.3248367),2810.0,2676047.0
200942,2021,VA,Virginia,King and Queen,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.5,,,31.2,47.7,6662,51097,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.9055814 37.7177719),915.0,263149.0
199044,2021,VA,Virginia,King George,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.3,,,28.8,44.4,27489,51099,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.1626355 38.2771799),2811.0,997850.7
211409,2021,VA,Virginia,King William,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.9,,,31.5,46.7,18171,51101,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.0910539 37.7082604),2812.0,706851.9
203163,2021,VA,Virginia,Lancaster,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,30.0,45.0,10928,51103,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.4126628 37.7048433),2813.0,407614.39999999997
211738,2021,VA,Virginia,Lee,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,34.1,51.1,21983,51105,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.1301117 36.7017206),2814.0,932079.2
205454,2021,VA,Virginia,Loudoun,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.6,,,25.3,34.2,427592,51107,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.6388976 39.0812),2815.0,12656723.200000001
206687,2021,VA,Virginia,Louisa,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.6,,,28.6,43.2,38848,51109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.959795 37.9727041),916.0,1382988.8
202135,2021,VA,Virginia,Lunenburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.5,,,34.4,51.1,11926,51111,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.2405281 36.9455547),2816.0,506855.0
208307,2021,VA,Virginia,Madison,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.5,,,29.8,46.0,13942,51113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.2769614 38.4120586),2817.0,522825.0
202113,2021,VA,Virginia,Mathews,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.9,,,29.5,44.9,8546,51115,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.2688078 37.4253479),2818.0,315347.39999999997
212959,2021,VA,Virginia,Mecklenburg,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,40.2,,,33.4,47.5,30248,51117,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.3689592 36.6872563),2839.0,1215969.6
207129,2021,VA,Virginia,Middlesex,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.5,,,29.3,44.1,10781,51119,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.5280819 37.6069753),2840.0,393506.5
214366,2021,VA,Virginia,Montgomery,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.7,,,26.2,37.7,98473,51121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.3877942 37.1755376),917.0,3121594.1
197578,2021,VA,Virginia,Nelson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.2,,,29.8,44.6,14790,51125,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.8834397 37.7890795),2841.0,550188.0
202608,2021,VA,Virginia,New Kent,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,35.7,,,27.8,44.2,23897,51127,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.9993305 37.5101601),918.0,853122.9
203570,2021,VA,Virginia,Northampton,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,37.3,,,30.0,45.1,12085,51131,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-75.9240177 37.3027754),2842.0,450770.49999999994
212623,2021,VA,Virginia,Northumberland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.5,,,31.2,46.3,12029,51133,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.3796872 37.8569736),2843.0,463116.5
214167,2021,VA,Virginia,Nottoway,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.6,,,31.8,47.9,15594,51135,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.0538655 37.1411668),919.0,617522.4
205557,2021,VA,Virginia,Orange,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,29.3,44.4,37188,51137,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.0110923 38.2493265),2844.0,1368518.4
214399,2021,VA,Virginia,Page,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.3,,,30.1,46.5,23807,51139,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.4918718 38.6232085),2845.0,911808.1
197944,2021,VA,Virginia,Patrick,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.9,,,24.5,41.8,17602,51141,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-80.286413 36.6671385),2846.0,579105.7999999999
209289,2021,VA,Virginia,Pittsylvania,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.8,,,35.7,48.3,59972,51143,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-79.3985019 36.8217206),2847.0,2506829.5999999996
200605,2021,VA,Virginia,Powhatan,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.7,,,26.8,41.3,31136,51145,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.9128553 37.5494041),920.0,1049283.2000000002
211220,2021,VA,Virginia,Prince Edward,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,41.7,,,33.4,50.3,21932,51147,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-78.4329574 37.2248813),2848.0,914564.4
203276,2021,VA,Virginia,Prince George,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,42.4,,,35.8,49.2,42880,51149,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-77.2209931 37.1873255),2849.0,1818112.0
